episode,reward,steps,success,loss,epsilon,fire_count,reason
1389,-1354.90,300,0,2.123940,0.0620,26,max_steps_exceeded
1390,-2203.50,489,0,2.113756,0.0619,87,hit_fire
1391,149.90,2,1,2.110932,0.0617,1,reached_exit
1392,140.10,13,1,2.326864,0.0616,1,reached_exit
1393,-166.50,119,1,2.239522,0.0615,8,reached_exit
1394,-1545.10,500,0,2.157338,0.0614,53,max_steps_exceeded
1395,144.70,34,1,2.026096,0.0612,6,reached_exit
1396,145.00,2,1,2.887186,0.0611,1,reached_exit
1397,-1267.50,357,0,2.075393,0.0610,67,hit_fire
1398,-433.20,80,0,2.282520,0.0609,14,hit_fire
1399,149.60,5,1,2.405914,0.0608,1,reached_exit
1400,135.80,25,1,2.046867,0.0606,1,reached_exit
1401,144.60,6,1,2.152926,0.0605,1,reached_exit
1402,-1163.40,452,0,2.078771,0.0604,96,hit_fire
1403,144.30,9,1,2.152924,0.0603,1,reached_exit
1404,149.80,3,1,2.365640,0.0602,1,reached_exit
1405,149.40,7,1,2.591411,0.0600,3,reached_exit
1406,149.30,8,1,2.097801,0.0599,1,reached_exit
1407,149.30,8,1,2.459750,0.0598,2,reached_exit
1408,-1963.00,500,0,2.063578,0.0597,49,max_steps_exceeded
1409,-1626.90,500,0,2.045569,0.0596,96,max_steps_exceeded
1410,-1006.20,300,0,1.990760,0.0594,34,max_steps_exceeded
1411,-962.40,200,0,2.104951,0.0593,13,max_steps_exceeded
1412,146.70,14,1,1.971649,0.0592,1,reached_exit
1413,149.60,5,1,2.286376,0.0591,1,reached_exit
1414,-1241.40,500,0,2.099045,0.0590,102,max_steps_exceeded
1415,-1588.60,500,0,2.033019,0.0588,87,max_steps_exceeded
1416,149.20,9,1,1.896662,0.0587,1,reached_exit
1417,-46.30,79,1,1.975851,0.0586,1,reached_exit
1418,137.80,24,1,2.019604,0.0585,2,reached_exit
1419,140.80,13,1,1.877923,0.0584,2,reached_exit
1420,150.00,1,1,1.322395,0.0583,1,reached_exit
1421,145.00,12,1,2.155509,0.0581,1,reached_exit
1422,-361.30,91,0,2.038636,0.0580,6,hit_fire
1423,149.80,3,1,2.665080,0.0579,1,reached_exit
1424,-416.80,153,0,1.972957,0.0578,16,hit_fire
1425,147.10,10,1,1.710003,0.0577,2,reached_exit
1426,-1051.60,268,0,2.013862,0.0576,30,hit_fire
1427,-67.40,68,1,2.172486,0.0574,2,reached_exit
1428,149.60,5,1,1.912721,0.0573,1,reached_exit
1429,149.60,5,1,1.475250,0.0572,1,reached_exit
1430,149.70,4,1,1.660124,0.0571,1,reached_exit
1431,149.50,6,1,1.596994,0.0570,1,reached_exit
1432,149.50,6,1,2.131569,0.0569,1,reached_exit
1433,-1988.50,500,0,2.042028,0.0568,30,max_steps_exceeded
1434,-936.10,300,0,1.989564,0.0566,24,max_steps_exceeded
1435,-476.20,210,0,1.937823,0.0565,27,hit_fire
1436,149.00,11,1,2.042953,0.0564,3,reached_exit
1437,149.40,7,1,1.797962,0.0563,1,reached_exit
1438,-1457.20,500,0,1.946164,0.0562,89,max_steps_exceeded
1439,149.60,5,1,2.097384,0.0561,2,reached_exit
1440,-625.20,317,1,1.900713,0.0560,53,reached_exit
1441,149.40,7,1,1.974653,0.0559,1,reached_exit
1442,126.40,18,1,2.070050,0.0557,2,reached_exit
1443,83.90,35,1,1.862264,0.0556,3,reached_exit
1444,149.20,9,1,2.278158,0.0555,3,reached_exit
1445,-572.40,199,0,2.029341,0.0554,37,hit_fire
1446,149.50,6,1,1.749408,0.0553,1,reached_exit
1447,142.10,21,1,1.814642,0.0552,1,reached_exit
1448,56.90,30,1,1.914070,0.0551,1,reached_exit
1449,144.00,12,1,1.804819,0.0550,2,reached_exit
1450,-30.50,181,1,1.974136,0.0549,19,reached_exit
1451,149.40,7,1,2.097418,0.0548,1,reached_exit
1452,138.90,14,1,2.136936,0.0546,3,reached_exit
1453,-702.30,216,1,2.040752,0.0545,19,reached_exit
1454,-1718.50,500,0,2.020160,0.0544,90,max_steps_exceeded
1455,149.60,5,1,1.825788,0.0543,2,reached_exit
1456,-884.10,409,1,1.999839,0.0542,92,reached_exit
1457,149.50,6,1,2.092622,0.0541,1,reached_exit
1458,148.60,15,1,2.126538,0.0540,1,reached_exit
1459,149.20,9,1,1.920343,0.0539,1,reached_exit
1460,139.10,20,1,1.919548,0.0538,2,reached_exit
1461,140.40,10,1,2.058867,0.0537,3,reached_exit
1462,144.40,8,1,1.958691,0.0536,2,reached_exit
1463,150.00,1,1,2.518440,0.0535,1,reached_exit
1464,138.90,14,1,2.210823,0.0533,1,reached_exit
1465,137.40,18,1,2.133327,0.0532,2,reached_exit
1466,-241.30,115,1,2.095934,0.0531,7,reached_exit
1467,-496.60,179,1,1.996096,0.0530,7,reached_exit
1468,-1526.90,500,0,1.932906,0.0529,91,max_steps_exceeded
1469,145.90,22,1,1.962535,0.0528,3,reached_exit
1470,135.60,7,1,1.919067,0.0527,1,reached_exit
1471,139.20,12,1,2.162852,0.0526,1,reached_exit
1472,148.20,19,1,1.850661,0.0525,1,reached_exit
1473,27.80,57,1,2.041625,0.0524,2,reached_exit
1474,-1624.80,500,0,2.043475,0.0523,60,max_steps_exceeded
1475,136.50,19,1,2.071328,0.0522,1,reached_exit
1476,149.20,9,1,1.904697,0.0521,1,reached_exit
1477,133.70,17,1,1.835044,0.0520,1,reached_exit
1478,0.90,51,1,2.123362,0.0519,9,reached_exit
1479,149.10,10,1,1.793357,0.0518,2,reached_exit
1480,149.70,4,1,1.676392,0.0517,1,reached_exit
1481,146.70,14,1,1.844732,0.0516,1,reached_exit
1482,149.30,8,1,2.130474,0.0515,1,reached_exit
1483,143.30,19,1,1.902122,0.0514,3,reached_exit
1484,150.00,1,1,1.538006,0.0513,1,reached_exit
1485,133.60,18,1,2.243320,0.0512,2,reached_exit
1486,148.90,12,1,1.891043,0.0510,3,reached_exit
1487,148.70,14,1,2.005175,0.0509,2,reached_exit
1488,149.00,11,1,2.173159,0.0508,1,reached_exit
1489,149.20,9,1,2.239157,0.0507,1,reached_exit
1490,143.10,21,1,2.108695,0.0506,1,reached_exit
1491,149.30,8,1,2.154707,0.0505,3,reached_exit
1492,139.20,11,1,2.051907,0.0504,2,reached_exit
1493,-713.20,200,0,2.002442,0.0503,4,max_steps_exceeded
1494,149.40,7,1,1.908922,0.0502,1,reached_exit
1495,149.40,7,1,2.149066,0.0501,1,reached_exit
1496,-50.40,5,0,2.379299,0.0500,3,hit_fire
1497,148.40,17,1,2.644929,0.0499,1,reached_exit
1498,149.20,9,1,1.990618,0.0498,2,reached_exit
1499,148.40,17,1,2.044472,0.0497,1,reached_exit
1500,-1065.00,300,0,2.134544,0.0496,25,max_steps_exceeded
